id,nome,ruolo,squadra,mv,presenze,fm,gol,assist,rig_segnati,rig_sbagliati,gol_subiti,rig_parati,ammonizioni,espulsioni,giornata,giornate_giocate,stagione,chiave
119624,Kilicsoy,A,Cagliari,5.97,22,6.63,4,0,0,0,0,0,1,0,38,38,2025-2026,kilicsoy
120334,Meny,A,Cagliari,5.94,9,6.62,2,0,0,0,0,0,1,0,38,38,2025-2026,meny
119940,Trepy,A,Cagliari,5.9,8,6.6,1,0,0,0,0,0,0,0,38,38,2025-2026,trepy
70487,Solomon,A,Fiorentina,6.17,16,6.57,2,1,0,0,0,0,1,0,38,38,2025-2026,solomon
102065,Felici,A,Cagliari,6.05,12,6.55,2,1,0,0,0,0,3,0,38,38,2025-2026,felici
104526,Francisco Conceicao,A,Juventus,6.23,31,6.55,3,5,0,0,0,0,3,0,38,38,2025-2026,franciscoconceicao
119895,Jesus Rodriguez,A,Como 1907,6.21,31,6.52,2,9,0,0,0,0,3,1,38,38,2025-2026,jesusrodriguez
119040,Noslin,A,Lazio,6.0,29,6.5,4,2,0,0,0,0,5,0,38,38,2025-2026,noslin
95165,Colombo,A,Genoa,5.96,38,6.5,7,1,1,0,0,0,2,0,38,38,2025-2026,colombo
48980,Moreo,A,Pisa,5.89,37,6.49,7,1,2,0,0,0,2,0,38,38,2025-2026,moreo
95519,De Ketelaere,A,Atalanta,6.11,31,6.48,3,5,0,0,0,0,4,0,38,38,2025-2026,deketelaere
103168,Vitinha,A,Genoa,6.02,35,6.47,5,1,0,0,0,0,5,0,38,38,2025-2026,vitinha
115132,Banda,A,Lecce,5.98,32,6.47,5,4,0,0,0,0,6,1,38,38,2025-2026,banda
61700,Gudmundsson,A,Fiorentina,6.0,33,6.47,5,4,3,0,0,0,4,1,38,38,2025-2026,gudmundsson
40864,Politano,A,Napoli,6.19,34,6.44,2,5,0,0,0,0,4,0,38,38,2025-2026,politano
118419,Diao,A,Como 1907,6.06,17,6.42,2,1,0,0,0,0,2,0,38,38,2025-2026,diao
111827,Rowe,A,Bologna,6.03,28,6.41,3,2,0,0,0,0,2,0,38,38,2025-2026,rowe
70458,Piccoli,A,Fiorentina,5.85,32,6.37,4,1,0,0,0,0,1,0,38,38,2025-2026,piccoli
102053,Cambiaghi,A,Bologna,6.02,28,6.36,3,4,0,0,0,0,3,1,38,38,2025-2026,cambiaghi
102766,Cancellieri,A,Lazio,5.93,30,6.33,4,2,0,0,0,0,6,0,38,38,2025-2026,cancellieri
39508,Ekuban,A,Genoa,5.87,31,6.32,4,1,0,0,0,0,0,0,38,38,2025-2026,ekuban
114439,Cheddira,A,Lecce,5.94,18,6.31,3,1,0,0,0,0,2,0,38,38,2025-2026,cheddira
70997,Borrelli,A,Cagliari,5.78,27,6.31,5,1,0,0,0,0,4,0,38,38,2025-2026,borrelli
97629,Stulic,A,Lecce,5.81,34,6.27,4,0,1,0,0,0,1,0,38,38,2025-2026,stulic
113766,Dallinga,A,Bologna,5.85,23,6.25,2,2,0,0,0,0,2,0,38,38,2025-2026,dallinga
61136,Buksa,A,Udinese,5.8,25,6.23,3,0,0,0,0,0,3,0,38,38,2025-2026,buksa
111750,Bryan Zaragoza,A,Roma,6.17,4,6.17,0,1,0,0,0,0,1,0,38,38,2025-2026,bryanzaragoza
120281,Vaz,A,Roma,5.72,12,6.17,1,0,0,0,0,0,0,0,38,38,2025-2026,vaz
43622,Zapata,A,Torino,5.9,28,6.16,3,1,0,0,0,0,0,0,38,38,2025-2026,zapata
27367,Pavoletti,A,Cagliari,5.71,13,6.14,1,1,0,0,0,0,1,0,38,38,2025-2026,pavoletti
110206,Sulemana,A,Atalanta,5.91,25,6.11,2,1,0,0,0,0,4,0,38,38,2025-2026,sulemana
119006,Kuhn,A,Como 1907,5.92,23,6.1,1,1,0,0,0,0,0,0,38,38,2025-2026,kuhn
69970,Dia,A,Lazio,5.92,27,6.06,1,2,0,0,0,0,1,0,38,38,2025-2026,dia
119063,Njie,A,Torino,5.77,15,6.05,1,1,0,0,0,0,2,0,38,38,2025-2026,njie
119900,Giovane,A,Napoli,6.02,13,6.03,0,1,0,0,0,0,0,0,38,38,2025-2026,giovane
64600,Mbala,A,Sassuolo,5.8,15,6.03,2,1,1,0,0,0,1,0,38,38,2025-2026,mbala
67488,Openda,A,Juventus,5.79,24,6.03,1,0,0,0,0,0,0,0,38,38,2025-2026,openda
43177,Zaccagni,A,Lazio,5.94,26,6.02,3,0,0,0,0,0,6,1,38,38,2025-2026,zaccagni
119566,Ajayi,A,Verona,6.0,1,6.0,0,0,0,0,0,0,0,0,38,38,2025-2026,ajayi
119736,Mikolajewski,A,Parma,6.0,3,6.0,0,0,0,0,0,0,0,0,38,38,2025-2026,mikolajewski
119842,N'dri,A,Lecce,5.79,27,6.0,2,0,0,0,0,0,3,0,38,38,2025-2026,ndri
119870,Lavelli,A,Inter,6.0,1,6.0,0,0,0,0,0,0,0,0,38,38,2025-2026,lavelli
120152,Mul-Balentien,A,Milan,6.0,2,6.0,0,0,0,0,0,0,0,0,38,38,2025-2026,mulbalentien
120153,Arena,A,Roma,6.0,2,6.0,0,0,0,0,0,0,0,0,38,38,2025-2026,arena
120154,Vermesan,A,Verona,6.0,6,6.0,0,0,0,0,0,0,0,0,38,38,2025-2026,vermesan
120187,Cardinali,A,Parma,6.0,1,6.0,0,0,0,0,0,0,0,0,38,38,2025-2026,cardinali
38874,Milik,A,Juventus,6.0,2,6.0,0,0,0,0,0,0,0,0,38,38,2025-2026,milik
119727,Ekhator,A,Genoa,5.71,30,5.97,3,0,0,0,0,0,3,0,38,38,2025-2026,ekhator
119760,Dominguez,A,Bologna,5.89,15,5.96,0,3,0,0,0,0,1,0,38,38,2025-2026,dominguez
114916,Gimenez,A,Milan,5.97,16,5.94,0,1,0,0,0,0,2,0,38,38,2025-2026,gimenez
118401,Gueye,A,Udinese,5.8,19,5.93,1,0,0,0,0,0,2,0,38,38,2025-2026,gueye
116340,Durosinmi,A,Pisa,5.68,12,5.91,1,1,0,0,0,0,1,1,38,38,2025-2026,durosinmi
96934,Zhegrova,A,Juventus,5.93,19,5.9,0,0,0,0,0,0,1,0,38,38,2025-2026,zhegrova
118992,Pierotti,A,Lecce,5.84,37,5.89,1,2,0,0,0,0,4,0,38,38,2025-2026,pierotti
119921,Meister,A,Pisa,5.69,28,5.89,2,0,0,0,0,0,2,0,38,38,2025-2026,meister
119822,Venturino,A,Roma,5.88,10,5.88,0,0,0,0,0,0,0,0,38,38,2025-2026,venturino
110520,Zerbin,A,Cremonese,5.8,32,5.83,0,3,0,0,0,0,1,0,38,38,2025-2026,zerbin
120275,Isaac,A,Verona,5.83,3,5.83,0,0,0,0,0,0,0,0,38,38,2025-2026,isaac
44655,Sanabria,A,Cremonese,5.73,25,5.83,1,1,0,0,0,0,2,0,38,38,2025-2026,sanabria
102693,Almqvist,A,Parma,5.77,13,5.81,0,1,0,0,0,0,0,0,38,38,2025-2026,almqvist
117611,Ondrejka,A,Parma,5.88,16,5.81,0,0,0,0,0,0,2,0,38,38,2025-2026,ondrejka
119715,Mosquera,A,Verona,5.78,22,5.81,0,2,0,0,0,0,1,0,38,38,2025-2026,mosquera
102642,Moro,A,Sassuolo,5.83,14,5.75,0,0,0,0,0,0,1,0,38,38,2025-2026,moro
120118,Mosconi,A,Inter,5.75,2,5.75,0,0,0,0,0,0,0,0,38,38,2025-2026,mosconi
17210,Fullkrug,A,Milan,5.68,20,5.72,1,0,0,0,0,0,0,0,38,38,2025-2026,fullkrug
68893,Bayo,A,Udinese,5.62,15,5.71,0,2,0,0,0,0,0,0,38,38,2025-2026,bayo
117137,Stojilkovic,A,Pisa,5.65,13,5.65,0,0,0,0,0,0,0,0,38,38,2025-2026,stojilkovic
118749,Camarda,A,Lecce,5.65,21,5.65,1,0,0,0,0,0,1,0,38,38,2025-2026,camarda
119941,Liteta,A,Cagliari,5.62,4,5.62,0,0,0,0,0,0,0,0,38,38,2025-2026,liteta
67887,Kulenovic,A,Torino,5.62,13,5.62,0,1,0,0,0,0,2,0,38,38,2025-2026,kulenovic
98434,Sarr,A,Verona,5.63,34,5.62,0,1,0,0,0,0,1,0,38,38,2025-2026,sarr
21121,Djuric,A,Cremonese,5.58,12,5.58,0,1,0,0,0,0,1,1,38,38,2025-2026,djuric
16005,Morata,A,Como 1907,5.76,26,5.57,0,1,0,0,0,0,3,0,38,38,2025-2026,morata
105516,Ratkov,A,Lazio,5.56,8,5.56,0,0,0,0,0,0,0,0,38,38,2025-2026,ratkov
95480,Aboukhlal,A,Torino,5.71,15,5.54,0,0,0,0,0,0,4,0,38,38,2025-2026,aboukhlal
116450,Pemi Moumbagna,A,Cremonese,5.5,5,5.5,0,0,0,0,0,0,0,0,38,38,2025-2026,pemimoumbagna
120098,Braschi,A,Fiorentina,5.5,2,5.5,0,0,0,0,0,0,0,0,38,38,2025-2026,braschi
120309,Albarracin,A,Cagliari,5.5,2,5.5,0,0,0,0,0,0,0,0,38,38,2025-2026,albarracin
48198,Cornet,A,Genoa,5.83,8,5.33,0,0,0,0,0,0,0,0,38,38,2025-2026,cornet
119462,Lafont,A,Genoa,0.0,1,0.0,0,0,0,0,0,0,0,0,38,38,2025-2026,lafont
119740,Vavassori,A,Atalanta,0.0,1,0.0,0,0,0,0,0,0,0,0,38,38,2025-2026,vavassori
119865,Nuredini,A,Genoa,0.0,1,0.0,0,0,0,0,0,0,0,0,38,38,2025-2026,nuredini
42724,Calhanoglu,C,Inter,6.67,22,7.7,9,4,4,0,0,0,7,0,38,38,2025-2026,calhanoglu
62529,McTominay,C,Napoli,6.52,33,7.55,10,3,0,0,0,0,1,0,38,38,2025-2026,mctominay
116105,Nicolas Paz,C,Como 1907,6.46,35,7.36,12,6,0,0,0,0,5,0,38,38,2025-2026,nicolaspaz
19157,De Bruyne,C,Napoli,6.5,18,7.32,5,2,3,0,0,0,1,0,38,38,2025-2026,debruyne
103455,Baturina,C,Como 1907,6.44,29,7.22,6,3,0,0,0,0,0,0,38,38,2025-2026,baturina
47315,Kostic,C,Juventus,6.42,18,7.17,3,1,0,0,0,0,1,0,38,38,2025-2026,kostic
50050,Zambo Anguissa,C,Napoli,6.37,18,7.11,4,1,0,0,0,0,1,0,38,38,2025-2026,zamboanguissa
117416,Adzic,C,Juventus,6.3,10,7.1,1,0,0,0,0,0,0,0,38,38,2025-2026,adzic
115133,Berisha,C,Lecce,6.38,13,7.04,2,3,0,0,0,0,0,0,38,38,2025-2026,berisha
73202,Da Cunha,C,Como 1907,6.46,36,7.01,6,4,4,0,0,0,4,0,38,38,2025-2026,dacunha
38053,Rabiot,C,Milan,6.37,29,7.0,6,4,0,0,0,0,5,0,38,38,2025-2026,rabiot
45397,Pellegrini,C,Roma,6.38,24,6.98,4,2,2,0,0,0,2,0,38,38,2025-2026,pellegrini
38482,Zielinski,C,Inter,6.4,34,6.97,6,3,1,0,0,0,3,0,38,38,2025-2026,zielinski
46949,Vlasic,C,Torino,6.27,37,6.93,8,3,5,0,0,0,7,0,38,38,2025-2026,vlasic
66186,Ekkelenkamp,C,Udinese,6.26,31,6.9,5,3,0,0,0,0,1,0,38,38,2025-2026,ekkelenkamp
95073,McKennie,C,Juventus,6.34,36,6.82,5,5,0,0,0,0,5,0,38,38,2025-2026,mckennie
61639,Zaniolo,C,Udinese,6.26,32,6.79,5,6,0,0,0,0,8,0,38,38,2025-2026,zaniolo
49183,Mandragora,C,Fiorentina,6.21,34,6.78,7,3,1,0,0,0,7,0,38,38,2025-2026,mandragora
117169,Atta,C,Udinese,6.27,32,6.77,5,3,0,0,0,0,3,0,38,38,2025-2026,atta
102241,Taylor,C,Lazio,6.26,17,6.76,3,2,0,0,0,0,5,0,38,38,2025-2026,taylor
39156,Bernardeschi,C,Bologna,6.27,29,6.68,4,2,1,0,0,0,3,0,38,38,2025-2026,bernardeschi
45456,Barella,C,Inter,6.4,34,6.68,3,8,0,0,0,0,7,0,38,38,2025-2026,barella
114529,Kone,C,Sassuolo,6.2,35,6.67,6,0,0,0,0,0,4,0,38,38,2025-2026,kone
16909,Modric,C,Milan,6.44,34,6.67,2,3,0,0,0,0,4,0,38,38,2025-2026,modric
51334,Basic,C,Lazio,6.33,23,6.65,2,3,0,0,0,0,0,1,38,38,2025-2026,basic
20517,Mkhitaryan,C,Inter,6.27,30,6.63,4,1,0,0,0,0,5,0,38,38,2025-2026,mkhitaryan
62376,Strefezza,C,Parma,6.27,14,6.63,2,2,0,0,0,0,3,0,38,38,2025-2026,strefezza
64560,Junior Messias,C,Genoa,6.11,20,6.63,3,1,1,0,0,0,1,0,38,38,2025-2026,juniormessias
48559,Malinovskyi,C,Genoa,6.16,34,6.59,6,3,3,0,0,0,10,0,38,38,2025-2026,malinovskyi
73082,Maldini,C,Lazio,6.19,13,6.58,2,1,0,0,0,0,0,0,38,38,2025-2026,maldini
116597,Pisilli,C,Roma,6.28,25,6.57,2,4,0,0,0,0,3,0,38,38,2025-2026,pisilli
70392,Kone,C,Roma,6.28,29,6.57,2,3,0,0,0,0,2,0,38,38,2025-2026,kone
44328,Mazzitelli,C,Cagliari,6.06,18,6.56,2,2,0,0,0,0,3,0,38,38,2025-2026,mazzitelli
65986,Saelemaekers,C,Milan,6.33,35,6.56,3,3,0,0,0,0,5,0,38,38,2025-2026,saelemaekers
94911,Adrian Bernabe,C,Parma,6.27,32,6.56,3,1,0,0,0,0,0,0,38,38,2025-2026,adrianbernabe
113110,Casadei,C,Torino,6.03,33,6.55,6,0,0,0,0,0,5,0,38,38,2025-2026,casadei
40044,Cataldi,C,Lazio,6.2,27,6.54,3,3,2,0,0,0,6,0,38,38,2025-2026,cataldi
111630,Volpato,C,Sassuolo,6.21,24,6.5,2,4,0,0,0,0,4,0,38,38,2025-2026,volpato
111808,Vergara,C,Napoli,6.2,12,6.5,1,2,0,0,0,0,2,0,38,38,2025-2026,vergara
116309,Perrone,C,Como 1907,6.26,36,6.5,3,4,0,0,0,0,8,0,38,38,2025-2026,perrone
120162,Lorran,C,Pisa,6.12,9,6.5,1,0,0,0,0,0,0,0,38,38,2025-2026,lorran
49768,Loftus-Cheek,C,Milan,6.08,28,6.5,3,1,0,0,0,0,2,0,38,38,2025-2026,loftuscheek
69380,Caqueret,C,Como 1907,6.24,30,6.5,2,6,0,0,0,0,3,0,38,38,2025-2026,caqueret
70081,Thuram,C,Juventus,6.23,35,6.5,3,3,0,0,0,0,2,0,38,38,2025-2026,thuram
94896,Harrison,C,Fiorentina,6.23,15,6.5,1,3,0,0,0,0,1,0,38,38,2025-2026,harrison
102680,Zalewski,C,Atalanta,6.27,33,6.48,2,4,0,0,0,0,3,0,38,38,2025-2026,zalewski
95269,Fofana,C,Milan,6.27,33,6.47,2,3,0,0,0,0,4,0,38,38,2025-2026,fofana
95081,Samardzic,C,Atalanta,6.17,26,6.46,2,1,0,0,0,0,1,0,38,38,2025-2026,samardzic
102896,Sucic,C,Inter,6.3,34,6.45,2,2,0,0,0,0,5,0,38,38,2025-2026,sucic
111005,Thorstvedt,C,Sassuolo,6.11,32,6.45,4,4,0,0,0,0,9,0,38,38,2025-2026,thorstvedt
60968,Pobega,C,Bologna,6.1,26,6.44,3,1,0,0,0,0,2,1,38,38,2025-2026,pobega
112712,Ederson,C,Atalanta,6.23,30,6.43,2,1,1,0,0,0,3,0,38,38,2025-2026,ederson
40264,Pasalic,C,Atalanta,6.14,33,6.42,3,4,0,0,0,0,3,0,38,38,2025-2026,pasalic
103752,Fagioli,C,Fiorentina,6.23,33,6.41,2,3,0,0,0,0,5,0,38,38,2025-2026,fagioli
64714,Sottil,C,Lecce,6.19,21,6.4,1,2,0,0,0,0,1,0,38,38,2025-2026,sottil
71942,Gilmour,C,Napoli,6.23,17,6.4,1,0,0,0,0,0,1,0,38,38,2025-2026,gilmour
67792,Gaetano,C,Cagliari,6.17,33,6.39,2,4,0,0,0,0,4,0,38,38,2025-2026,gaetano
17758,El Shaarawy,C,Roma,6.28,20,6.38,1,2,0,0,0,0,4,0,38,38,2025-2026,elshaarawy
53662,Elmas,C,Napoli,6.25,33,6.38,1,3,0,0,0,0,3,0,38,38,2025-2026,elmas
111437,Miretti,C,Juventus,6.15,23,6.35,1,2,0,0,0,0,1,0,38,38,2025-2026,miretti
52254,Moro,C,Bologna,6.14,30,6.34,2,0,0,0,0,0,1,0,38,38,2025-2026,moro
112219,Ilkhan,C,Torino,6.17,19,6.33,1,2,0,0,0,0,2,1,38,38,2025-2026,ilkhan
120276,Gandelman,C,Lecce,5.92,19,6.33,2,1,0,0,0,0,0,0,38,38,2025-2026,gandelman
44090,Lobotka,C,Napoli,6.23,32,6.32,1,1,0,0,0,0,3,0,38,38,2025-2026,lobotka
95265,Coulibaly,C,Lecce,6.09,33,6.32,3,1,0,0,0,0,4,0,38,38,2025-2026,coulibaly
109651,Diouf,C,Inter,6.08,19,6.31,1,0,0,0,0,0,1,0,38,38,2025-2026,diouf
116582,Ndour,C,Fiorentina,6.0,33,6.31,3,0,0,0,0,0,2,0,38,38,2025-2026,ndour
62611,Leris,C,Pisa,6.09,34,6.31,2,3,0,0,0,0,2,0,38,38,2025-2026,leris
119716,Dele-Bashiru,C,Lazio,6.16,24,6.3,1,0,0,0,0,0,0,0,38,38,2025-2026,delebashiru
17744,Cristante,C,Roma,6.15,37,6.3,2,1,0,0,0,0,6,0,38,38,2025-2026,cristante
67761,Brescianini,C,Fiorentina,6.15,17,6.3,1,1,0,0,0,0,1,0,38,38,2025-2026,brescianini
102850,Baldanzi,C,Genoa,6.24,8,6.29,0,2,0,0,0,0,0,0,38,38,2025-2026,baldanzi
100810,Vandeputte,C,Cremonese,6.16,32,6.28,1,5,0,0,0,0,3,0,38,38,2025-2026,vandeputte
69264,Ricci,C,Milan,6.15,31,6.27,1,4,0,0,0,0,3,0,38,38,2025-2026,ricci
119819,Topalovic,C,Inter,6.0,1,6.25,0,1,0,0,0,0,0,0,38,38,2025-2026,topalovic
102295,Tramoni,C,Pisa,6.02,27,6.23,2,2,1,0,0,0,3,0,38,38,2025-2026,tramoni
101929,Musah,C,Atalanta,6.06,19,6.21,1,0,0,0,0,0,1,0,38,38,2025-2026,musah
53484,Serdar,C,Verona,5.95,20,6.21,2,0,0,0,0,0,3,0,38,38,2025-2026,serdar
66457,Adopo,C,Cagliari,6.16,38,6.21,1,2,0,0,0,0,4,0,38,38,2025-2026,adopo
115169,Sulemana,C,Cagliari,6.08,16,6.19,1,0,0,0,0,0,2,0,38,38,2025-2026,sulemana
117489,Fadera,C,Sassuolo,5.94,28,6.19,2,1,0,0,0,0,5,0,38,38,2025-2026,fadera
120303,Loyola,C,Pisa,6.0,11,6.18,1,0,0,0,0,0,0,1,38,38,2025-2026,loyola
119493,Bakola,C,Sassuolo,6.0,6,6.17,0,1,0,0,0,0,0,0,38,38,2025-2026,bakola
47609,Freuler,C,Bologna,6.16,29,6.17,1,2,0,0,0,0,5,0,38,38,2025-2026,freuler
118111,Keita,C,Parma,6.12,37,6.15,1,1,0,0,0,0,1,0,38,38,2025-2026,keita
70956,Caviglia,C,Parma,6.08,15,6.15,0,3,0,0,0,0,0,0,38,38,2025-2026,caviglia
113586,Alex Sala,C,Lecce,6.07,9,6.14,0,1,0,0,0,0,0,0,38,38,2025-2026,alexsala
117200,El Aynaoui,C,Roma,6.07,25,6.13,1,2,0,0,0,0,5,0,38,38,2025-2026,elaynaoui
36130,de Roon,C,Atalanta,6.12,34,6.12,1,2,0,0,0,0,7,0,38,38,2025-2026,deroon
50523,Locatelli,C,Juventus,6.22,36,6.12,1,2,0,0,0,0,9,0,38,38,2025-2026,locatelli
40467,Deiola,C,Cagliari,6.12,20,6.1,0,2,0,0,0,0,3,0,38,38,2025-2026,deiola
68546,Piotrowski,C,Udinese,6.02,33,6.09,1,1,0,0,0,0,2,0,38,38,2025-2026,piotrowski
110784,Frendrup,C,Genoa,6.06,36,6.07,1,0,0,0,0,0,5,0,38,38,2025-2026,frendrup
115754,Jashari,C,Milan,6.04,14,6.07,0,1,0,0,0,0,0,0,38,38,2025-2026,jashari
102118,Folorunsho,C,Cagliari,5.89,27,6.06,2,0,0,0,0,0,3,0,38,38,2025-2026,folorunsho
110634,Ellertsson,C,Genoa,6.0,36,6.06,1,1,0,0,0,0,1,1,38,38,2025-2026,ellertsson
19997,Matic,C,Sassuolo,6.07,34,6.06,1,1,0,0,0,0,7,1,38,38,2025-2026,matic
95689,Jensen Sørensen,C,Parma,5.95,34,6.06,1,1,0,0,0,0,2,0,38,38,2025-2026,jensensrensen
102071,Iannoni,C,Sassuolo,5.85,15,6.05,1,0,0,0,0,0,3,0,38,38,2025-2026,iannoni
117149,Oristanio,C,Parma,5.9,20,6.05,1,0,0,0,0,0,1,0,38,38,2025-2026,oristanio
52556,Lovric,C,Verona,6.05,9,6.05,0,1,0,0,0,0,1,0,38,38,2025-2026,lovric
59449,Bernede,C,Verona,5.95,32,6.05,1,2,0,0,0,0,2,0,38,38,2025-2026,bernede
60933,Maleh,C,Cremonese,5.93,14,6.05,1,0,0,0,0,0,2,1,38,38,2025-2026,maleh
95556,Karlstrom,C,Udinese,6.04,36,6.04,1,0,0,0,0,0,6,0,38,38,2025-2026,karlstrom
111389,Harroui,C,Verona,5.95,23,6.03,1,0,1,0,0,0,3,0,38,38,2025-2026,harroui
120119,Miller,C,Udinese,6.05,24,6.03,0,2,0,0,0,0,4,0,38,38,2025-2026,miller
115142,Fabbian,C,Fiorentina,5.9,17,6.0,1,0,0,0,0,0,2,0,38,38,2025-2026,fabbian
115165,Prati,C,Torino,5.92,14,6.0,1,1,0,0,0,0,2,0,38,38,2025-2026,prati
118353,Cremaschi,C,Parma,6.0,8,6.0,0,0,0,0,0,0,0,0,38,38,2025-2026,cremaschi
119946,Camara,C,Udinese,6.0,1,6.0,0,0,0,0,0,0,0,0,38,38,2025-2026,camara
120111,Gorter,C,Lecce,6.0,2,6.0,0,0,0,0,0,0,0,0,38,38,2025-2026,gorter
120190,Bettazzi,C,Pisa,6.0,1,6.0,0,0,0,0,0,0,0,0,38,38,2025-2026,bettazzi
120280,Ngom,C,Lecce,6.04,15,6.0,0,0,0,0,0,0,1,0,38,38,2025-2026,ngom
120364,Grossi,C,Genoa,6.0,1,6.0,0,0,0,0,0,0,0,0,38,38,2025-2026,grossi
61241,Stengs,C,Pisa,6.0,4,6.0,0,0,0,0,0,0,0,0,38,38,2025-2026,stengs
