id,nome,ruolo,squadra,mv,presenze,fm,gol,assist,rig_segnati,rig_sbagliati,gol_subiti,rig_parati,ammonizioni,espulsioni,giornata,giornate_giocate,stagione,chiave
60867,Chakvetadze,C,Udinese,5.5,1,5.5,0,0,0,0,0,0,0,0,5,4,2026-2027,chakvetadze
102496,Sohm,C,Venezia,5.5,3,5.17,0,0,0,0,0,0,2,0,5,4,2026-2027,sohm
115836,Colombo,C,Monza,5.5,1,5.0,0,0,0,0,0,0,1,0,5,4,2026-2027,colombo
103077,Ciervo,C,Cagliari,0.0,1,0.0,0,0,0,0,0,0,0,0,5,4,2026-2027,ciervo
115525,Stankovic,C,Inter,0.0,2,0.0,0,0,0,0,0,0,0,0,5,4,2026-2027,stankovic
118183,Kaba,C,Lecce,0.0,1,0.0,0,0,0,0,0,0,0,0,5,4,2026-2027,kaba
119754,Mbangula,C,Bologna,0.0,2,0.0,0,0,0,0,0,0,0,0,5,4,2026-2027,mbangula
120276,Gandelman,C,Lecce,0.0,1,0.0,0,0,0,0,0,0,0,0,5,4,2026-2027,gandelman
51864,Grillitsch,C,Frosinone,0.0,1,0.0,0,0,0,0,0,0,0,0,5,4,2026-2027,grillitsch
52556,Lovric,C,Udinese,0.0,1,0.0,0,0,0,0,0,0,0,0,5,4,2026-2027,lovric
69264,Ricci,C,Como,0.0,2,0.0,0,0,0,0,0,0,0,0,5,4,2026-2027,ricci
110166,Gatti,D,Juventus,6.5,1,9.5,1,0,0,0,0,0,1,0,5,4,2026-2027,gatti
115158,Odenthal,D,Sassuolo,6.5,1,9.5,1,0,0,0,0,0,0,0,5,4,2026-2027,odenthal
102058,Carlos Augusto,D,Inter,6.75,2,8.5,1,1,0,0,0,0,0,0,5,4,2026-2027,carlosaugusto
120438,Kaiki,D,Como,6.5,2,8.5,1,0,0,0,0,0,0,0,5,4,2026-2027,kaiki
56975,Kamara,D,Udinese,6.75,4,8.38,2,1,0,0,0,0,0,0,5,4,2026-2027,kamara
117151,Bisseck,D,Inter,6.75,3,8.25,1,0,0,0,0,0,0,0,5,4,2026-2027,bisseck
119838,Tiago Gabriel,D,Lecce,6.62,4,8.12,2,0,0,0,0,0,0,0,5,4,2026-2027,tiagogabriel
114323,Doig,D,Sassuolo,6.75,4,7.5,1,0,0,0,0,0,0,0,5,4,2026-2027,doig
115463,Favasuli,D,Napoli,7.0,1,7.5,0,1,0,0,0,0,0,0,5,4,2026-2027,favasuli
119724,Sagrado,D,Venezia,6.0,3,7.5,1,0,0,0,0,0,0,0,5,4,2026-2027,sagrado
110535,Ricardo Mangas,D,Monza,6.38,4,7.38,1,2,0,0,0,0,0,0,5,4,2026-2027,ricardomangas
63346,Mario Hermoso,D,Roma,6.88,4,7.38,1,0,0,0,0,0,2,0,5,4,2026-2027,mariohermoso
67789,Bremer,D,Juventus,6.38,4,7.38,1,0,0,0,0,0,0,0,5,4,2026-2027,bremer
119152,Jacobo Ramon,D,Como,6.5,4,7.25,1,0,0,0,0,0,0,0,5,4,2026-2027,jacoboramon
115179,Bracaglia,D,Frosinone,6.5,4,7.12,1,1,0,0,0,0,2,0,5,4,2026-2027,bracaglia
118201,Comuzzo,D,Torino,6.25,4,7.0,1,0,0,0,0,0,0,0,5,4,2026-2027,comuzzo
49438,Mancini,D,Roma,6.88,4,7.0,0,1,0,0,0,0,0,0,5,4,2026-2027,mancini
115130,Abankwah,D,Udinese,6.25,4,6.88,1,0,0,0,0,0,1,0,5,4,2026-2027,abankwah
113511,Doekhi,D,Lazio,6.67,3,6.83,0,1,0,0,0,0,0,0,5,4,2026-2027,doekhi
115890,Alex Valle,D,Como,6.67,3,6.83,0,1,0,0,0,0,0,0,5,4,2026-2027,alexvalle
119945,Wesley,D,Roma,6.67,3,6.83,0,1,0,0,0,0,0,0,5,4,2026-2027,wesley
49778,Dimarco,D,Inter,6.62,4,6.75,0,1,0,0,0,0,0,0,5,4,2026-2027,dimarco
110625,Obert,D,Cagliari,6.62,4,6.62,0,0,0,0,0,0,0,0,5,4,2026-2027,obert
113048,Oyono,D,Frosinone,6.62,4,6.62,0,1,0,0,0,0,1,0,5,4,2026-2027,oyono
51495,Rrahmani,D,Napoli,6.5,4,6.62,0,1,0,0,0,0,0,0,5,4,2026-2027,rrahmani
51611,Akanji,D,Inter,6.5,4,6.5,0,1,0,0,0,0,1,0,5,4,2026-2027,akanji
67743,Ndicka,D,Roma,6.5,2,6.5,0,0,0,0,0,0,0,0,5,4,2026-2027,ndicka
72863,Nuno Tavares,D,Lazio,6.38,4,6.5,0,1,0,0,0,0,0,0,5,4,2026-2027,nunotavares
94914,Yan Couto,D,Como,6.38,4,6.5,0,1,0,0,0,0,0,0,5,4,2026-2027,yancouto
101889,Kalulu,D,Juventus,6.38,4,6.38,0,0,0,0,0,0,0,0,5,4,2026-2027,kalulu
120128,Lulli,D,Roma,6.38,4,6.38,0,0,0,0,0,0,0,0,5,4,2026-2027,lulli
61306,Bastoni,D,Inter,6.38,4,6.38,0,0,0,0,0,0,0,0,5,4,2026-2027,bastoni
101890,Molina,D,Roma,6.33,3,6.33,0,0,0,0,0,0,0,0,5,4,2026-2027,molina
43014,Zappacosta,D,Atalanta,6.33,3,6.33,0,0,0,0,0,0,0,0,5,4,2026-2027,zappacosta
54144,Comert,D,Torino,6.17,3,6.33,0,1,0,0,0,0,0,0,5,4,2026-2027,comert
66177,Juan Miranda,D,Bologna,6.17,3,6.33,0,1,0,0,0,0,0,0,5,4,2026-2027,juanmiranda
95318,Chalobah,D,Como,6.33,3,6.33,0,0,0,0,0,0,0,0,5,4,2026-2027,chalobah
102806,De Winter,D,Milan,6.38,4,6.25,0,0,0,0,0,0,1,0,5,4,2026-2027,dewinter
110692,Vasquez,D,Genoa,5.62,4,6.25,1,0,0,0,0,0,1,0,5,4,2026-2027,vasquez
119654,Rodriguez,D,Cagliari,6.25,4,6.25,0,0,0,0,0,0,0,0,5,4,2026-2027,rodriguez
120286,Helland,D,Bologna,6.25,2,6.25,0,0,0,0,0,0,0,0,5,4,2026-2027,helland
20809,Di Lorenzo,D,Napoli,6.25,4,6.25,0,1,0,0,0,0,1,0,5,4,2026-2027,dilorenzo
61216,Birindelli,D,Monza,6.12,4,6.25,0,1,0,0,0,0,0,0,5,4,2026-2027,birindelli
66280,Celik,D,Juventus,6.38,4,6.25,0,0,0,0,0,0,1,0,5,4,2026-2027,celik
95361,Balerdi,D,Roma,6.25,2,6.25,0,0,0,0,0,0,0,0,5,4,2026-2027,balerdi
118586,Alex Jimenez,D,Fiorentina,6.17,3,6.17,0,1,0,0,0,0,1,0,5,4,2026-2027,alexjimenez
59174,Estupinan,D,Milan,6.33,4,6.17,0,0,0,0,0,0,1,0,5,4,2026-2027,estupinan
102886,Scalvini,D,Atalanta,6.12,4,6.12,0,0,0,0,0,0,0,0,5,4,2026-2027,scalvini
111607,Floriani Mussolini,D,Lazio,6.25,4,6.12,0,0,0,0,0,0,1,0,5,4,2026-2027,florianimussolini
112395,Cittadini,D,Frosinone,6.25,4,6.12,0,0,0,0,0,0,1,0,5,4,2026-2027,cittadini
116659,Leysen,D,Sassuolo,6.12,4,6.12,0,1,0,0,0,0,1,0,5,4,2026-2027,leysen
120138,Siebert,D,Lecce,6.25,4,6.12,0,0,0,0,0,0,1,0,5,4,2026-2027,siebert
26211,Spinazzola,D,Napoli,6.12,4,6.12,0,0,0,0,0,0,0,0,5,4,2026-2027,spinazzola
71540,Vojvoda,D,Udinese,6.12,4,6.12,0,0,0,0,0,0,0,0,5,4,2026-2027,vojvoda
102062,Valeri,D,Parma,6.0,4,6.0,0,0,0,0,0,0,0,0,5,4,2026-2027,valeri
102450,Bernasconi,D,Atalanta,6.0,2,6.0,0,0,0,0,0,0,0,0,5,4,2026-2027,bernasconi
102945,Dragusin,D,Fiorentina,6.0,4,6.0,0,1,0,0,0,0,1,0,5,4,2026-2027,dragusin
110749,Theate,D,Bologna,6.0,2,6.0,0,0,0,0,0,0,0,0,5,4,2026-2027,theate
111845,Ze Pedro,D,Cagliari,6.12,4,6.0,0,0,0,0,0,0,1,0,5,4,2026-2027,zepedro
111873,Rafa Marin,D,Napoli,6.12,4,6.0,0,0,0,0,0,0,1,0,5,4,2026-2027,rafamarin
112625,Mario Gila,D,Milan,6.12,4,6.0,0,0,0,0,0,0,1,0,5,4,2026-2027,mariogila
118068,Ghilardi,D,Roma,6.0,2,6.0,0,0,0,0,0,0,0,0,5,4,2026-2027,ghilardi
118223,Bartesaghi,D,Milan,6.0,2,6.0,0,0,0,0,0,0,0,0,5,4,2026-2027,bartesaghi
119515,Fortini,D,Torino,6.0,4,6.0,0,0,0,0,0,0,0,0,5,4,2026-2027,fortini
119839,Danilo Veiga,D,Lecce,6.12,4,6.0,0,1,0,0,0,0,2,0,5,4,2026-2027,daniloveiga
119843,Provstgaard Nielsen,D,Lazio,6.12,4,6.0,0,0,0,0,0,0,1,0,5,4,2026-2027,provstgaardnielsen
120135,Belghali,D,Torino,5.75,2,6.0,0,1,0,0,0,0,0,0,5,4,2026-2027,belghali
120283,Drobnic,D,Parma,6.0,1,6.0,0,0,0,0,0,0,0,0,5,4,2026-2027,drobnic
120428,Viery,D,Fiorentina,6.0,3,6.0,0,0,0,0,0,0,0,0,5,4,2026-2027,viery
120431,Koulierakis,D,Roma,6.0,1,6.0,0,0,0,0,0,0,0,0,5,4,2026-2027,koulierakis
17403,Rodriguez,D,Torino,6.0,1,6.0,0,0,0,0,0,0,0,0,5,4,2026-2027,rodriguez
17861,Juan Jesus,D,Venezia,6.0,1,6.0,0,0,0,0,0,0,0,0,5,4,2026-2027,juanjesus
35198,Sabelli,D,Genoa,6.0,1,6.0,0,0,0,0,0,0,1,0,5,4,2026-2027,sabelli
38177,Haps,D,Venezia,6.0,4,6.0,0,1,0,0,0,0,1,0,5,4,2026-2027,haps
49976,Pavard,D,Inter,6.0,2,6.0,0,0,0,0,0,0,0,0,5,4,2026-2027,pavard
50622,Alfonso Pedraza,D,Lazio,6.0,3,6.0,0,0,0,0,0,0,0,0,5,4,2026-2027,alfonsopedraza
63096,Marusic,D,Lazio,6.0,1,6.0,0,0,0,0,0,0,0,0,5,4,2026-2027,marusic
64713,Ranieri,D,Fiorentina,6.0,2,6.0,0,0,0,0,0,0,0,0,5,4,2026-2027,ranieri
69407,Gallo,D,Lecce,6.0,3,6.0,0,0,0,0,0,0,0,0,5,4,2026-2027,gallo
76574,Zortea,D,Bologna,6.0,2,6.0,0,0,0,0,0,0,0,0,5,4,2026-2027,zortea
95128,Kempf,D,Como,6.0,2,6.0,0,0,0,0,0,0,0,0,5,4,2026-2027,kempf
95516,Kossounou,D,Atalanta,6.0,4,6.0,0,0,0,0,0,0,0,0,5,4,2026-2027,kossounou
95957,Franjic,D,Venezia,6.0,2,6.0,0,0,0,0,0,0,0,0,5,4,2026-2027,franjic
98169,Holm,D,Bologna,6.12,4,6.0,0,0,0,0,0,0,1,0,5,4,2026-2027,holm
117029,Saul Coco,D,Torino,5.88,4,5.88,0,0,0,0,0,0,0,0,5,4,2026-2027,saulcoco
119765,Kouadio,D,Monza,6.0,4,5.88,0,0,0,0,0,0,1,0,5,4,2026-2027,kouadio
70846,Pavlovic,D,Milan,6.12,4,5.88,0,0,0,0,0,0,2,0,5,4,2026-2027,pavlovic
78237,Monterisi,D,Frosinone,5.88,4,5.88,0,0,0,0,0,0,0,0,5,4,2026-2027,monterisi
95264,Ebosse,D,Udinese,5.88,4,5.88,0,0,0,0,0,0,0,0,5,4,2026-2027,ebosse
110366,Bella-Kotchap,D,Venezia,5.83,3,5.83,0,0,0,0,0,0,0,0,5,4,2026-2027,bellakotchap
39584,Stones,D,Inter,5.83,3,5.83,0,0,0,0,0,0,0,0,5,4,2026-2027,stones
58739,Ismajli,D,Torino,5.83,3,5.83,0,0,0,0,0,0,0,0,5,4,2026-2027,ismajli
65752,Solet,D,Udinese,5.83,3,5.83,0,0,0,0,0,0,0,0,5,4,2026-2027,solet
119948,Ndaba,D,Lecce,5.75,2,5.75,0,0,0,0,0,0,0,0,5,4,2026-2027,ndaba
120429,Valde,D,Fiorentina,5.75,3,5.75,0,0,0,0,0,0,0,0,5,4,2026-2027,valde
120499,Bakoune,D,Monza,5.75,3,5.75,0,0,0,0,0,0,0,0,5,4,2026-2027,bakoune
120604,Alhassane,D,Bologna,5.75,2,5.75,0,0,0,0,0,0,0,0,5,4,2026-2027,alhassane
49392,Ehizibue,D,Genoa,6.0,2,5.75,0,0,0,0,0,0,1,0,5,4,2026-2027,ehizibue
64709,Olivera,D,Napoli,5.75,3,5.75,0,0,0,0,0,0,0,0,5,4,2026-2027,olivera
66418,Delprato,D,Parma,5.88,4,5.75,0,0,0,0,0,0,1,0,5,4,2026-2027,delprato
94722,Rafa Obrador,D,Sassuolo,5.75,2,5.75,0,0,0,0,0,0,0,0,5,4,2026-2027,rafaobrador
95196,Carboni,D,Monza,5.75,4,5.75,0,0,0,0,0,0,0,0,5,4,2026-2027,carboni
95701,Joao Mario,D,Fiorentina,5.75,3,5.75,0,0,0,0,0,0,0,0,5,4,2026-2027,joaomario
115107,Kofler,D,Cagliari,5.67,3,5.67,0,0,0,0,0,0,0,0,5,4,2026-2027,kofler
117802,Idzes,D,Sassuolo,5.83,3,5.67,0,0,0,0,0,0,1,0,5,4,2026-2027,idzes
120151,Britschgi,D,Parma,5.67,3,5.67,0,0,0,0,0,0,0,0,5,4,2026-2027,britschgi
70142,Thierry Correia,D,Venezia,5.67,3,5.67,0,0,0,0,0,0,0,0,5,4,2026-2027,thierrycorreia
71322,Kelly,D,Juventus,5.67,3,5.67,0,0,0,0,0,0,0,0,5,4,2026-2027,kelly
115833,Calvani,D,Frosinone,5.88,4,5.62,0,0,0,0,0,0,2,0,5,4,2026-2027,calvani
117727,Marcandalli,D,Genoa,5.62,4,5.62,0,0,0,0,0,0,0,0,5,4,2026-2027,marcandalli
118057,Lucchesi,D,Monza,5.88,4,5.62,0,0,0,0,0,0,2,0,5,4,2026-2027,lucchesi
120136,Troilo,D,Parma,5.75,4,5.62,0,0,0,0,0,0,1,0,5,4,2026-2027,troilo
17350,Kolasinac,D,Atalanta,5.62,4,5.62,0,0,0,0,0,0,0,0,5,4,2026-2027,kolasinac
102393,Valenti,D,Parma,5.5,1,5.5,0,0,0,0,0,0,0,0,5,4,2026-2027,valenti
106152,Ndiaye,D,Parma,5.5,1,5.5,0,0,0,0,0,0,0,0,5,4,2026-2027,ndiaye
119561,Palma,D,Udinese,5.5,1,5.5,0,0,0,0,0,0,0,0,5,4,2026-2027,palma
119711,Kialonda Gaspar,D,Lecce,5.83,3,5.5,0,0,0,0,0,0,2,0,5,4,2026-2027,kialondagaspar
119821,Otoa,D,Genoa,5.5,1,5.5,0,0,0,0,0,0,0,0,5,4,2026-2027,otoa
119841,Smolcic,D,Como,5.5,2,5.5,0,0,0,0,0,0,0,0,5,4,2026-2027,smolcic
37476,Kabasele,D,Udinese,5.5,2,5.5,0,0,0,0,0,0,0,0,5,4,2026-2027,kabasele
50946,Diego Carlos,D,Parma,5.5,2,5.5,0,0,0,0,0,0,0,0,5,4,2026-2027,diegocarlos
59671,Lazzari,D,Lazio,5.5,2,5.5,0,0,0,0,0,0,0,0,5,4,2026-2027,lazzari
62553,Gabbia,D,Milan,5.5,2,5.5,0,0,0,0,0,0,0,0,5,4,2026-2027,gabbia
63203,Pongracic,D,Fiorentina,5.5,2,5.5,0,0,0,0,0,0,0,0,5,4,2026-2027,pongracic
63462,Terzic,D,Frosinone,5.5,2,5.5,0,0,0,0,0,0,0,0,5,4,2026-2027,terzic
65433,Bellanova,D,Atalanta,5.67,3,5.5,0,0,0,0,0,0,1,0,5,4,2026-2027,bellanova
65906,Dodô,D,Fiorentina,5.5,1,5.5,0,0,0,0,0,0,0,0,5,4,2026-2027,dodo
69996,Badiashile,D,Napoli,5.5,1,5.5,0,0,0,0,0,0,0,0,5,4,2026-2027,badiashile
71550,Sugawara,D,Cagliari,5.5,1,5.5,0,0,0,0,0,0,0,0,5,4,2026-2027,sugawara
95960,Sutalo,D,Lazio,5.5,1,5.5,0,0,0,0,0,0,0,0,5,4,2026-2027,sutalo
98928,Patterson,D,Torino,5.5,1,5.5,0,0,0,0,0,0,0,0,5,4,2026-2027,patterson
105359,Heggem,D,Bologna,5.5,4,5.38,0,0,0,0,0,0,1,0,5,4,2026-2027,heggem
109914,Bertola,D,Udinese,5.5,3,5.33,0,0,0,0,0,0,1,0,5,4,2026-2027,bertola
109993,Østigård,D,Genoa,5.62,4,5.25,0,0,0,0,0,0,3,0,5,4,2026-2027,stigard
119759,Schingtienne,D,Venezia,5.5,4,5.25,0,0,0,0,0,0,2,0,5,4,2026-2027,schingtienne
119769,Moreno,D,Venezia,5.5,2,5.25,0,0,0,0,0,0,1,0,5,4,2026-2027,moreno
68545,Lucumi,D,Juventus,5.5,3,5.17,0,0,0,0,0,0,2,0,5,4,2026-2027,lucumi
102281,Cambiaso,D,Juventus,5.5,2,5.0,0,0,0,0,0,0,1,0,5,4,2026-2027,cambiaso
111487,Halhal,D,Venezia,5.25,2,4.0,0,0,0,0,0,0,1,0,5,4,2026-2027,halhal
101933,Rensch,D,Roma,0.0,1,0.0,0,0,0,0,0,0,0,0,5,4,2026-2027,rensch
109534,Amey,D,Frosinone,0.0,1,0.0,0,0,0,0,0,0,0,0,5,4,2026-2027,amey
120232,Maye,D,Monza,0.0,1,0.0,0,0,0,0,0,0,0,0,5,4,2026-2027,maye
120272,Arizala,D,Udinese,0.0,1,0.0,0,0,0,0,0,0,0,0,5,4,2026-2027,arizala
43291,Caleta-Car,D,Sassuolo,0.0,1,0.0,0,0,0,0,0,0,0,0,5,4,2026-2027,caletacar
69271,Diogo Leite,D,Lazio,0.0,1,0.0,0,0,0,0,0,0,0,0,5,4,2026-2027,diogoleite
95212,Terracciano,D,Milan,0.0,1,0.0,0,0,0,0,0,0,0,0,5,4,2026-2027,terracciano
95257,Aurelio,D,Cagliari,0.0,1,0.0,0,0,0,0,0,0,0,0,5,4,2026-2027,aurelio
44633,Milinkovic-Savic,P,Napoli,6.5,1,7.5,0,0,0,0,0,0,0,0,5,4,2026-2027,milinkovicsavic
60457,Svilar,P,Roma,6.62,4,7.12,0,0,0,0,0,0,0,0,5,4,2026-2027,svilar
69665,Caprile,P,Cagliari,6.75,4,6.75,0,0,0,0,0,0,0,0,5,4,2026-2027,caprile
118319,Mandas,P,Lazio,6.75,4,6.5,0,0,0,0,0,0,0,0,5,4,2026-2027,mandas
45335,Vicario,P,Juventus,6.25,4,5.75,0,0,0,0,0,0,0,0,5,4,2026-2027,vicario
70334,Carnesecchi,P,Atalanta,6.75,4,5.75,0,0,0,0,0,0,0,0,5,4,2026-2027,carnesecchi
110653,Palmisani,P,Frosinone,6.25,4,5.5,0,0,0,0,0,0,0,0,5,4,2026-2027,palmisani
42646,Maignan,P,Milan,6.25,4,5.5,0,0,0,0,0,0,0,0,5,4,2026-2027,maignan
94809,Robert Sanchez,P,Como,6.5,1,5.5,0,0,0,0,0,0,0,0,5,4,2026-2027,robertsanchez
95090,Josep Martinez,P,Inter,6.62,4,5.38,0,0,0,0,0,0,0,0,5,4,2026-2027,josepmartinez
98983,Butez,P,Como,6.33,3,5.33,0,0,0,0,0,0,0,0,5,4,2026-2027,butez
119794,Pessina,P,Bologna,6.0,1,5.0,0,0,0,0,0,0,0,0,5,4,2026-2027,pessina
38409,Falcone,P,Lecce,6.62,4,5.0,0,0,0,0,0,0,1,0,5,4,2026-2027,falcone
49089,Meret,P,Napoli,6.33,3,5.0,0,0,0,0,0,0,0,0,5,4,2026-2027,meret
118370,Lucas Perri,P,Torino,6.25,2,4.75,0,0,0,0,0,0,0,0,5,4,2026-2027,lucasperri
94916,Muric,P,Sassuolo,6.5,4,4.75,0,0,0,0,0,0,0,0,5,4,2026-2027,muric
38871,Skorupski,P,Bologna,6.0,3,4.67,0,0,0,0,0,0,0,0,5,4,2026-2027,skorupski
73141,Corvi,P,Parma,6.12,4,4.62,0,0,0,0,0,0,0,0,5,4,2026-2027,corvi
118649,Mascardi,P,Torino,6.25,2,4.25,0,0,0,0,0,0,0,0,5,4,2026-2027,mascardi
59898,Bijlow,P,Genoa,6.12,4,4.12,0,0,0,0,0,0,0,0,5,4,2026-2027,bijlow
77144,Okoye,P,Udinese,6.38,4,3.88,0,0,0,0,0,0,0,0,5,4,2026-2027,okoye
102651,Stankovic,P,Venezia,6.25,4,3.5,0,0,0,0,0,0,0,0,5,4,2026-2027,stankovic
61406,Thiam,P,Monza,5.83,3,3.5,0,0,0,0,0,0,0,0,5,4,2026-2027,thiam
16631,David de Gea,P,Fiorentina,6.0,4,3.25,0,0,0,0,0,0,0,0,5,4,2026-2027,daviddegea
