id,nome,ruolo,squadra,mv,presenze,fm,gol,assist,rig_segnati,rig_sbagliati,gol_subiti,rig_parati,ammonizioni,espulsioni,giornata,giornate_giocate,stagione,chiave,squadra_prev,mv_prev,fm_prev,presenze_prev,gol_prev,assist_prev,rig_segnati_prev,rig_sbagliati_prev,gol_subiti_prev,rig_parati_prev,ammonizioni_prev,espulsioni_prev,cambiato_squadra,delta_fm,da_titolare,subentrato,sostituito,pct_titolare,squadra_n,modulo,titolare_prob,titolare,titolare_fonte,rigorista,piazzati,indisponibile,infortunio,rientro_data,rientro_nota,giorni_stop,stop_lungo,gs_squadra,pg_squadra,gs_partita_squadra,gs_squadra_prev,pg_squadra_prev,gs_partita_squadra_prev,eta,nato_il,nome_completo,soprannome,obiettivo,fm_ponderata,bonus,punteggio,fascia,prezzo_indicativo
95318,Chalobah,D,Como,6.33,3,6.33,0,0,0,0,0,0,0,0,5,4,2026-2027,chalobah,,,,,,,,,,,,,0,,3,0,0,0.75,como,,0,1,stima da presenze,0,0,,,,,,,4,4,1.0,29.0,38.0,0.76,27,05/07/1999,,,obiettivo mercato,6.33,0.7,7.03,Medio,5-14
112395,Cittadini,D,Frosinone,6.25,4,6.12,0,0,0,0,0,0,1,0,5,4,2026-2027,cittadini,,,,,,,,,,,,,0,,3,1,2,0.75,frosinone,3-4-3,1,1,probabili formazioni,0,0,,,,,,,4,4,1.0,,,,24,18/04/2002,,,,6.12,0.7,6.82,Medio,5-14
54144,Comert,D,Torino,6.17,3,6.33,0,1,0,0,0,0,0,0,5,4,2026-2027,comert,,,,,,,,,,,,,0,,3,0,1,0.75,torino,3-4-1,1,1,probabili formazioni,0,0,,,,,,,7,4,1.75,63.0,38.0,1.66,28,04/02/1998,,,,6.33,0.7,7.03,Medio,5-14
118201,Comuzzo,D,Torino,6.25,4,7.0,1,0,0,0,0,0,0,0,5,4,2026-2027,comuzzo,Fiorentina,5.94,5.94,27.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1,1.06,4,0,2,1.0,torino,3-4-1,1,1,probabili formazioni,0,0,,,,,,,7,4,1.75,50.0,38.0,1.32,21,20/02/2005,,,,6.27,0.7,6.97,Medio,5-14
119839,Danilo Veiga,D,Lecce,6.12,4,6.0,0,1,0,0,0,0,2,0,5,4,2026-2027,daniloveiga,Lecce,6.0,5.89,36.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0,0.11,4,0,0,1.0,lecce,4-3-1,1,1,probabili formazioni,0,0,,,,,,,7,4,1.75,50.0,38.0,1.32,24,25/09/2002,,,,5.92,0.7,6.62,Scommessa,1-4
102806,De Winter,D,Milan,6.38,4,6.25,0,0,0,0,0,0,1,0,5,4,2026-2027,dewinter,Milan,6.0,6.12,26.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.13,4,0,0,1.0,milan,3-5-1,1,1,probabili formazioni,0,0,,,,,,,4,4,1.0,35.0,38.0,0.92,24,12/06/2002,,,,6.16,0.7,6.86,Medio,5-14
66418,Delprato,D,Parma,5.88,4,5.75,0,0,0,0,0,0,1,0,5,4,2026-2027,delprato,Parma,5.97,6.09,35.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0,-0.34,4,0,0,1.0,parma,4-2-2,1,1,probabili formazioni,0,0,,,,,,,6,4,1.5,46.0,38.0,1.21,27,10/11/1999,,,,6.0,0.7,6.7,Scommessa,1-4
20809,Di Lorenzo,D,Napoli,6.25,4,6.25,0,1,0,0,0,0,1,0,5,4,2026-2027,dilorenzo,Napoli,6.21,6.46,26.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,-0.21,4,0,0,1.0,napoli,4-4-1,1,1,probabili formazioni,0,0,,,,,,,5,4,1.25,36.0,38.0,0.95,33,04/08/1993,,,,6.39,0.2,6.59,Scommessa,1-4
50946,Diego Carlos,D,Parma,5.5,2,5.5,0,0,0,0,0,0,0,0,5,4,2026-2027,diegocarlos,Como 1907,6.06,6.06,27.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1,-0.56,2,0,1,0.5,parma,,0,0,,0,0,,,,,,,6,4,1.5,29.0,38.0,0.76,33,15/03/1993,,,,5.96,-0.3,5.66,Scommessa,1-4
49778,Dimarco,D,Inter,6.62,4,6.75,0,1,0,0,0,0,0,0,5,4,2026-2027,dimarco,Inter,6.9,7.72,35.0,7.0,16.0,0.0,0.0,0.0,0.0,3.0,0.0,0,-0.97,3,1,1,0.75,inter,4-3-2,1,1,probabili formazioni,0,2,,,,,,,6,4,1.5,35.0,38.0,0.92,29,10/11/1997,,,,7.47,0.7,8.17,Top,30-50
69271,Diogo Leite,D,Lazio,0.0,1,0.0,0,0,0,0,0,0,0,0,5,4,2026-2027,diogoleite,,,,,,,,,,,,,0,,0,1,0,0.0,lazio,,0,0,,0,0,,,,,,,3,4,0.75,40.0,38.0,1.05,27,23/01/1999,,,,0.0,0.2,0.2,Scommessa,1-4
65906,Dodô,D,Fiorentina,5.5,1,5.5,0,0,0,0,0,0,0,0,5,4,2026-2027,dodo,Fiorentina,6.06,6.07,36.0,1.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0,-0.57,1,0,0,0.25,fiorentina,,0,0,,0,0,,,,,,,11,4,2.75,50.0,38.0,1.32,28,17/11/1998,,,,6.03,0.2,6.23,Scommessa,1-4
113511,Doekhi,D,Lazio,6.67,3,6.83,0,1,0,0,0,0,0,0,5,4,2026-2027,doekhi,,,,,,,,,,,,,0,,3,0,0,0.75,lazio,,0,0,,0,0,infortunato,,,,,,3,4,0.75,40.0,38.0,1.05,28,30/06/1998,,,,6.83,0.0,6.83,Medio,5-14
114323,Doig,D,Sassuolo,6.75,4,7.5,1,0,0,0,0,0,0,0,5,4,2026-2027,doig,Sassuolo,5.89,5.8,30.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0,1.7,4,0,2,1.0,sassuolo,2-4-3,1,1,probabili formazioni,0,0,,,,,,,7,4,1.75,50.0,38.0,1.32,24,18/05/2002,,,,6.29,0.7,6.99,Medio,5-14
102945,Dragusin,D,Fiorentina,6.0,4,6.0,0,1,0,0,0,0,1,0,5,4,2026-2027,dragusin,,,,,,,,,,,,,0,,4,0,0,1.0,fiorentina,4-4-0,1,1,probabili formazioni,0,0,,,,,,,11,4,2.75,50.0,38.0,1.32,24,03/02/2002,,,,6.0,0.7,6.7,Medio,5-14
120283,Drobnic,D,Parma,6.0,1,6.0,0,0,0,0,0,0,0,0,5,4,2026-2027,drobnic,,,,,,,,,,,,,0,,1,0,0,0.25,parma,,0,0,,0,0,,,,,,,6,4,1.5,46.0,38.0,1.21,19,05/04/2007,,,,6.0,0.2,6.2,Scommessa,1-4
95264,Ebosse,D,Udinese,5.88,4,5.88,0,0,0,0,0,0,0,0,5,4,2026-2027,ebosse,Torino,5.97,5.91,13.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1,-0.03,3,1,1,0.75,udinese,5-3-1,1,1,probabili formazioni,0,0,,,,,,,10,4,2.5,63.0,38.0,1.66,27,11/03/1999,,,,5.9,0.7,6.6,Scommessa,1-4
49392,Ehizibue,D,Genoa,6.0,2,5.75,0,0,0,0,0,0,1,0,5,4,2026-2027,ehizibue,Udinese,5.94,6.11,32.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1,-0.36,1,1,1,0.25,genoa,,0,0,,0,0,,,,,,,8,4,2.0,48.0,38.0,1.26,31,25/05/1995,,,,6.05,0.0,6.05,Scommessa,1-4
59174,Estupinan,D,Milan,6.33,4,6.17,0,0,0,0,0,0,1,0,5,4,2026-2027,estupinan,Milan,5.97,6.03,19.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,0,0.14,3,1,2,0.75,milan,,0,0,,0,0,,,,,,,4,4,1.0,35.0,38.0,0.92,28,21/01/1998,,,,6.08,0.2,6.28,Scommessa,1-4
115463,Favasuli,D,Napoli,7.0,1,7.5,0,1,0,0,0,0,0,0,5,4,2026-2027,favasuli,,,,,,,,,,,,,0,,0,1,0,0.0,napoli,,0,0,,0,0,,,,,,,5,4,1.25,36.0,38.0,0.95,22,26/04/2004,,,,7.5,0.2,7.7,Top,30-50
111607,Floriani Mussolini,D,Lazio,6.25,4,6.12,0,0,0,0,0,0,1,0,5,4,2026-2027,florianimussolini,Cremonese,5.75,5.73,28.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1,0.39,3,1,2,0.75,lazio,3-4-2,1,1,probabili formazioni,0,0,,,,,,,3,4,0.75,57.0,38.0,1.5,23,27/01/2003,,,,5.85,0.7,6.55,Scommessa,1-4
119515,Fortini,D,Torino,6.0,4,6.0,0,0,0,0,0,0,0,0,5,4,2026-2027,fortini,Fiorentina,5.72,5.72,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.28,3,1,3,0.75,torino,,0,0,,0,0,,,,,,,7,4,1.75,50.0,38.0,1.32,20,13/02/2006,,,,5.84,0.2,6.04,Scommessa,1-4
95957,Franjic,D,Venezia,6.0,2,6.0,0,0,0,0,0,0,0,0,5,4,2026-2027,franjic,,,,,,,,,,,,,0,,2,0,1,0.5,venezia,,0,0,,0,0,infortunato,Infortunio alla spalla,07/12/2026,il difensore costretto al cambio a Milano contro i rossoneri a fine agosto per un guaio alla spalla che ha richiesto l'intervento chirurgico. Lungo stop e rientro dalla metà di dicembre.,82.0,sì,11,4,2.75,,,,26,14/01/2000,,,,6.0,-0.5,5.5,Scommessa,1-4
62553,Gabbia,D,Milan,5.5,2,5.5,0,0,0,0,0,0,0,0,5,4,2026-2027,gabbia,Milan,6.03,5.97,30.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0,-0.47,0,2,0,0.0,milan,,0,0,,0,0,,,,,,,4,4,1.0,35.0,38.0,0.92,27,21/10/1999,,,,5.89,0.2,6.09,Scommessa,1-4
69407,Gallo,D,Lecce,6.0,3,6.0,0,0,0,0,0,0,0,0,5,4,2026-2027,gallo,Lecce,6.0,6.01,37.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0,-0.01,3,0,1,0.75,lecce,4-3-1,1,1,probabili formazioni,0,0,,,,,,,7,4,1.75,50.0,38.0,1.32,26,05/01/2000,,,,6.01,0.7,6.71,Medio,5-14
110166,Gatti,D,Juventus,6.5,1,9.5,1,0,0,0,0,0,1,0,5,4,2026-2027,gatti,Juventus,6.11,6.44,21.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0,3.06,0,1,0,0.0,juventus,,0,0,,0,0,,,,,,,4,4,1.0,34.0,38.0,0.89,28,24/06/1998,,,,6.82,0.2,7.02,Medio,5-14
118068,Ghilardi,D,Roma,6.0,2,6.0,0,0,0,0,0,0,0,0,5,4,2026-2027,ghilardi,Roma,6.0,5.98,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.02,1,1,0,0.25,roma,,0,0,,0,0,,,,,,,1,4,0.25,31.0,38.0,0.82,23,06/01/2003,,,,5.98,0.2,6.18,Scommessa,1-4
111487,Halhal,D,Venezia,5.25,2,4.0,0,0,0,0,0,0,1,0,5,4,2026-2027,halhal,,,,,,,,,,,,,0,,1,1,0,0.25,venezia,3-2-2,1,1,probabili formazioni,0,0,,,,,,,11,4,2.75,,,,23,05/03/2003,,,,4.0,0.7,4.7,Scommessa,1-4
38177,Haps,D,Venezia,6.0,4,6.0,0,1,0,0,0,0,1,0,5,4,2026-2027,haps,,,,,,,,,,,,,0,,3,1,2,0.75,venezia,3-2-2,1,1,probabili formazioni,0,0,,,,,,,11,4,2.75,,,,33,12/06/1993,,,,6.0,0.2,6.2,Scommessa,1-4
105359,Heggem,D,Bologna,5.5,4,5.38,0,0,0,0,0,0,1,0,5,4,2026-2027,heggem,Bologna,5.96,5.92,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,-0.54,4,0,0,1.0,bologna,4-3-2,1,1,probabili formazioni,0,0,,,,,,,5,4,1.25,46.0,38.0,1.21,27,12/01/1999,,,,5.75,0.7,6.45,Scommessa,1-4
120286,Helland,D,Bologna,6.25,2,6.25,0,0,0,0,0,0,0,0,5,4,2026-2027,helland,Bologna,5.93,5.79,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0.46,2,0,0,0.5,bologna,,0,0,,0,0,,,,,,,5,4,1.25,46.0,38.0,1.21,21,25/04/2005,,,,6.02,0.2,6.22,Scommessa,1-4
98169,Holm,D,Bologna,6.12,4,6.0,0,0,0,0,0,0,1,0,5,4,2026-2027,holm,Juventus,6.22,6.22,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-0.22,3,1,1,0.75,bologna,4-3-2,1,1,probabili formazioni,0,0,,,,,,,5,4,1.25,34.0,38.0,0.89,26,13/05/2000,,,,6.09,0.7,6.79,Medio,5-14
117802,Idzes,D,Sassuolo,5.83,3,5.67,0,0,0,0,0,0,1,0,5,4,2026-2027,idzes,Sassuolo,5.96,5.93,35.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,-0.26,3,0,1,0.75,sassuolo,,0,0,,0,0,infortunato,Stiramento alla coscia,,"Il difensorr ai box per una lesione di grado moderato al quadricipite della gamba sinistra, proverà a tornerà arruolabile dalla seconda metà di ottobre.",,sì,7,4,1.75,50.0,38.0,1.32,26,02/06/2000,,,,5.88,-0.5,5.38,Scommessa,1-4
58739,Ismajli,D,Torino,5.83,3,5.83,0,0,0,0,0,0,0,0,5,4,2026-2027,ismajli,Torino,6.06,5.98,25.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0,-0.15,1,2,0,0.25,torino,,0,0,,0,0,,,,,,,7,4,1.75,63.0,38.0,1.66,30,30/09/1996,,,,5.94,0.0,5.94,Scommessa,1-4
119152,Jacobo Ramon,D,Como,6.5,4,7.25,1,0,0,0,0,0,0,0,5,4,2026-2027,jacoboramon,Como 1907,6.16,6.14,32.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0,1.11,4,0,0,1.0,como,,0,1,stima da presenze,0,0,,,,,,,4,4,1.0,29.0,38.0,0.76,21,06/01/2005,,,obiettivo mercato,6.44,0.7,7.14,Semi-top,15-29
95701,Joao Mario,D,Fiorentina,5.75,3,5.75,0,0,0,0,0,0,0,0,5,4,2026-2027,joaomario,Bologna,6.0,6.13,10.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,-0.38,2,1,1,0.5,fiorentina,,0,0,,0,0,,,,,,,11,4,2.75,46.0,38.0,1.21,26,03/01/2000,,,,5.95,0.2,6.15,Scommessa,1-4
17861,Juan Jesus,D,Venezia,6.0,1,6.0,0,0,0,0,0,0,0,0,5,4,2026-2027,juanjesus,Napoli,6.0,5.79,24.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1,0.21,0,1,0,0.0,venezia,,0,0,,0,0,,,,,,,11,4,2.75,36.0,38.0,0.95,35,10/06/1991,,,,5.81,-0.3,5.51,Scommessa,1-4
66177,Juan Miranda,D,Bologna,6.17,3,6.33,0,1,0,0,0,0,0,0,5,4,2026-2027,juanmiranda,Bologna,6.23,6.27,32.0,1.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0,0.06,2,1,0,0.5,bologna,4-3-2,1,1,probabili formazioni,0,0,,,,,,,5,4,1.25,46.0,38.0,1.21,26,19/01/2000,,,,6.28,0.7,6.98,Medio,5-14
37476,Kabasele,D,Udinese,5.5,2,5.5,0,0,0,0,0,0,0,0,5,4,2026-2027,kabasele,Udinese,6.02,6.27,30.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0,-0.77,1,1,0,0.25,udinese,5-3-1,1,1,probabili formazioni,0,0,,,,,,,10,4,2.5,48.0,38.0,1.26,35,24/02/1991,,,,6.14,0.2,6.34,Scommessa,1-4
120438,Kaiki,D,Como,6.5,2,8.5,1,0,0,0,0,0,0,0,5,4,2026-2027,kaiki,,,,,,,,,,,,,0,,1,1,0,0.25,como,,0,0,,0,0,,,,,,,4,4,1.0,29.0,38.0,0.76,23,08/03/2003,,,,8.5,0.2,8.7,Top,30-50
101889,Kalulu,D,Juventus,6.38,4,6.38,0,0,0,0,0,0,0,0,5,4,2026-2027,kalulu,Juventus,6.22,6.42,37.0,2.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0,-0.04,4,0,0,1.0,juventus,4-3-3,1,1,probabili formazioni,0,0,,,,,,,4,4,1.0,34.0,38.0,0.89,26,05/06/2000,,,,6.41,0.7,7.11,Semi-top,15-29
56975,Kamara,D,Udinese,6.75,4,8.38,2,1,0,0,0,0,0,0,5,4,2026-2027,kamara,Udinese,6.0,5.94,26.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0,2.44,4,0,0,1.0,udinese,5-3-1,1,1,probabili formazioni,0,0,,,,,,,10,4,2.5,48.0,38.0,1.26,32,05/03/1994,,,,6.71,0.2,6.91,Medio,5-14
71322,Kelly,D,Juventus,5.67,3,5.67,0,0,0,0,0,0,0,0,5,4,2026-2027,kelly,Juventus,6.03,6.07,35.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0,-0.4,1,2,0,0.25,juventus,,0,0,,0,0,squalificato,,,,,,4,4,1.0,34.0,38.0,0.89,28,06/10/1998,,,,5.99,0.0,5.99,Scommessa,1-4
95128,Kempf,D,Como,6.0,2,6.0,0,0,0,0,0,0,0,0,5,4,2026-2027,kempf,Como 1907,6.06,6.45,34.0,4.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0,-0.45,1,1,0,0.25,como,,0,0,,0,0,,,,,,,4,4,1.0,29.0,38.0,0.76,31,28/01/1995,,,,6.38,0.0,6.38,Scommessa,1-4
119711,Kialonda Gaspar,D,Lecce,5.83,3,5.5,0,0,0,0,0,0,2,0,5,4,2026-2027,kialondagaspar,Lecce,5.77,5.59,23.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0,-0.09,3,0,1,0.75,lecce,,0,0,,0,0,,,,,,,7,4,1.75,50.0,38.0,1.32,29,27/09/1997,,,,5.56,0.2,5.76,Scommessa,1-4
115107,Kofler,D,Cagliari,5.67,3,5.67,0,0,0,0,0,0,0,0,5,4,2026-2027,kofler,,,,,,,,,,,,,0,,0,3,0,0.0,cagliari,,0,0,,0,0,,,,,,,2,4,0.5,53.0,38.0,1.39,21,26/04/2005,,,,5.67,0.2,5.87,Scommessa,1-4
17350,Kolasinac,D,Atalanta,5.62,4,5.62,0,0,0,0,0,0,0,0,5,4,2026-2027,kolasinac,Atalanta,5.97,5.88,19.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0,-0.26,3,1,3,0.75,atalanta,4-3-2,1,1,probabili formazioni,0,0,,,,,,,5,4,1.25,36.0,38.0,0.95,33,20/06/1993,,,,5.78,0.2,5.98,Scommessa,1-4
95516,Kossounou,D,Atalanta,6.0,4,6.0,0,0,0,0,0,0,0,0,5,4,2026-2027,kossounou,Atalanta,5.97,6.18,19.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,-0.18,4,0,0,1.0,atalanta,4-3-2,1,1,probabili formazioni,0,0,,,,,,,5,4,1.25,36.0,38.0,0.95,25,04/01/2001,,,,6.11,0.7,6.81,Medio,5-14
119765,Kouadio,D,Monza,6.0,4,5.88,0,0,0,0,0,0,1,0,5,4,2026-2027,kouadio,Fiorentina,5.75,5.75,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.13,4,0,1,1.0,monza,5-3-1,1,1,probabili formazioni,0,0,,,,,,,11,4,2.75,50.0,38.0,1.32,20,07/05/2006,,,,5.85,0.7,6.55,Scommessa,1-4
120431,Koulierakis,D,Roma,6.0,1,6.0,0,0,0,0,0,0,0,0,5,4,2026-2027,koulierakis,,,,,,,,,,,,,0,,0,1,0,0.0,roma,,0,0,,0,0,,,,,,,1,4,0.25,31.0,38.0,0.82,23,28/11/2003,,,,6.0,0.2,6.2,Scommessa,1-4
59671,Lazzari,D,Lazio,5.5,2,5.5,0,0,0,0,0,0,0,0,5,4,2026-2027,lazzari,Lazio,5.79,5.74,23.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,-0.24,0,2,0,0.0,lazio,,0,0,,0,0,,,,,,,3,4,0.75,40.0,38.0,1.05,33,29/11/1993,,,,5.69,-0.3,5.39,Scommessa,1-4
116659,Leysen,D,Sassuolo,6.12,4,6.12,0,1,0,0,0,0,1,0,5,4,2026-2027,leysen,,,,,,,,,,,,,0,,3,1,0,0.75,sassuolo,2-4-3,1,1,probabili formazioni,0,0,,,,,,,7,4,1.75,50.0,38.0,1.32,23,09/07/2003,,,,6.12,0.7,6.82,Medio,5-14
118057,Lucchesi,D,Monza,5.88,4,5.62,0,0,0,0,0,0,2,0,5,4,2026-2027,lucchesi,,,,,,,,,,,,,0,,4,0,2,1.0,monza,5-3-1,1,1,probabili formazioni,0,0,,,,,,,11,4,2.75,,,,23,09/05/2003,,,,5.62,0.7,6.32,Scommessa,1-4
68545,Lucumi,D,Juventus,5.5,3,5.17,0,0,0,0,0,0,2,0,5,4,2026-2027,lucumi,Bologna,5.97,5.98,29.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1,-0.81,3,0,2,0.75,juventus,4-3-3,1,1,probabili formazioni,0,0,,,,,,,4,4,1.0,46.0,38.0,1.21,28,26/06/1998,,,,5.79,0.7,6.49,Scommessa,1-4
120128,Lulli,D,Roma,6.38,4,6.38,0,0,0,0,0,0,0,0,5,4,2026-2027,lulli,,,,,,,,,,,,,0,,4,0,2,1.0,roma,4-2-3,1,1,probabili formazioni,0,0,,,,,,,1,4,0.25,31.0,38.0,0.82,19,17/08/2007,,,,6.38,0.7,7.08,Semi-top,15-29
49438,Mancini,D,Roma,6.88,4,7.0,0,1,0,0,0,0,0,0,5,4,2026-2027,mancini,Roma,6.22,6.51,36.0,4.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,0,0.49,4,0,1,1.0,roma,4-2-3,1,1,probabili formazioni,0,0,,,,,,,1,4,0.25,31.0,38.0,0.82,30,17/04/1996,,,,6.63,0.5,7.13,Semi-top,15-29
117727,Marcandalli,D,Genoa,5.62,4,5.62,0,0,0,0,0,0,0,0,5,4,2026-2027,marcandalli,Genoa,5.9,5.87,32.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0,-0.25,4,0,1,1.0,genoa,2-4-1,1,1,probabili formazioni,0,0,,,,,,,8,4,2.0,51.0,38.0,1.34,24,25/10/2002,,,,5.8,0.7,6.5,Scommessa,1-4
112625,Mario Gila,D,Milan,6.12,4,6.0,0,0,0,0,0,0,1,0,5,4,2026-2027,mariogila,Lazio,6.06,5.98,31.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1,0.02,4,0,3,1.0,milan,3-5-1,1,1,probabili formazioni,0,0,,,,,,,4,4,1.0,40.0,38.0,1.05,26,29/08/2000,,,,5.99,0.7,6.69,Scommessa,1-4
63346,Mario Hermoso,D,Roma,6.88,4,7.38,1,0,0,0,0,0,2,0,5,4,2026-2027,mariohermoso,Roma,6.11,6.33,27.0,3.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,0,1.05,4,0,1,1.0,roma,4-2-3,1,1,probabili formazioni,0,0,,,,,,,1,4,0.25,31.0,38.0,0.82,31,18/06/1995,,,,6.65,0.5,7.15,Semi-top,15-29
63096,Marusic,D,Lazio,6.0,1,6.0,0,0,0,0,0,0,0,0,5,4,2026-2027,marusic,Lazio,6.11,6.21,33.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0,-0.21,1,0,1,0.25,lazio,,0,0,,0,0,infortunato,,,il terzino dei biancocelesti KO il 24 agosto a Bologna vittima di una lesione muscolare alla coscia. Ipotesi rientro da inizio ottobre.,,sì,3,4,0.75,40.0,38.0,1.05,34,17/10/1992,,,,6.19,-1.0,5.19,Scommessa,1-4
120232,Maye,D,Monza,0.0,1,0.0,0,0,0,0,0,0,0,0,5,4,2026-2027,maye,,,,,,,,,,,,,0,,0,1,0,0.0,monza,,0,0,,0,0,,,,,,,11,4,2.75,,,,20,21/03/2006,,,,0.0,0.2,0.2,Scommessa,1-4
101890,Molina,D,Roma,6.33,3,6.33,0,0,0,0,0,0,0,0,5,4,2026-2027,molina,,,,,,,,,,,,,0,,1,2,0,0.25,roma,,0,0,,0,0,,,,,,,1,4,0.25,31.0,38.0,0.82,28,06/04/1998,,,,6.33,0.2,6.53,Scommessa,1-4
78237,Monterisi,D,Frosinone,5.88,4,5.88,0,0,0,0,0,0,0,0,5,4,2026-2027,monterisi,,,,,,,,,,,,,0,,2,2,1,0.5,frosinone,,0,0,,0,0,,,,,,,4,4,1.0,,,,25,19/12/2001,,,,5.88,0.2,6.08,Scommessa,1-4
119769,Moreno,D,Venezia,5.5,2,5.25,0,0,0,0,0,0,1,0,5,4,2026-2027,moreno,,,,,,,,,,,,,0,,1,1,1,0.25,venezia,,0,0,,0,0,infortunato,Infortunio muscolare,,,,,11,4,2.75,,,,23,24/09/2003,,,,5.25,0.0,5.25,Scommessa,1-4
119948,Ndaba,D,Lecce,5.75,2,5.75,0,0,0,0,0,0,0,0,5,4,2026-2027,ndaba,Lecce,5.75,5.75,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,1,0,0.25,lecce,,0,0,,0,0,,,,,,,7,4,1.75,50.0,38.0,1.32,27,25/12/1999,,,,5.75,0.2,5.95,Scommessa,1-4
106152,Ndiaye,D,Parma,5.5,1,5.5,0,0,0,0,0,0,0,0,5,4,2026-2027,ndiaye,Parma,5.79,5.58,11.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0,-0.08,1,0,0,0.25,parma,,0,0,,0,0,,,,,,,6,4,1.5,46.0,38.0,1.21,24,10/04/2002,,,,5.56,0.2,5.76,Scommessa,1-4
67743,Ndicka,D,Roma,6.5,2,6.5,0,0,0,0,0,0,0,0,5,4,2026-2027,ndicka,Roma,6.23,6.44,31.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0,0.06,2,0,1,0.5,roma,,0,0,,0,0,infortunato,,,,,,1,4,0.25,31.0,38.0,0.82,27,20/08/1999,,,,6.45,0.0,6.45,Scommessa,1-4
72863,Nuno Tavares,D,Lazio,6.38,4,6.5,0,1,0,0,0,0,0,0,5,4,2026-2027,nunotavares,Lazio,6.07,5.95,23.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0,0.55,3,1,1,0.75,lazio,3-4-2,1,1,probabili formazioni,0,0,,,,,,,3,4,0.75,40.0,38.0,1.05,26,26/01/2000,,,,6.14,0.7,6.84,Medio,5-14
110625,Obert,D,Cagliari,6.62,4,6.62,0,0,0,0,0,0,0,0,5,4,2026-2027,obert,Cagliari,6.06,5.96,35.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,0.0,0,0.66,4,0,1,1.0,cagliari,2-6-1,1,1,probabili formazioni,0,0,,,,,,,2,4,0.5,53.0,38.0,1.39,24,23/08/2002,,,,6.13,0.7,6.83,Medio,5-14
115158,Odenthal,D,Sassuolo,6.5,1,9.5,1,0,0,0,0,0,0,0,5,4,2026-2027,odenthal,,,,,,,,,,,,,0,,1,0,0,0.25,sassuolo,,0,0,,0,0,,,,,,,7,4,1.75,50.0,38.0,1.32,26,26/09/2000,,,,9.5,0.2,9.7,Top,30-50
